Symbol,Name,Price(Intraday),Change,%Change,Volume,Avg Vol(3 month),Market Cap,PE Ratio(TTM)
36Z.BE,Origin Bancorp Inc,28.40,0.00,0.00%,42,0,N/A,N/A
CS0.SG,CSC Financial Co Ltd,0.9650,0.0000,0.00%,0,0,5.886B,N/A
X5Z.BE,ANZ Group Holdings Ltd,14.50,0.00,0.00%,250,4,N/A,N/A
0R8.BE,PT Bank Raya Indonesia Tbk,0.0235,-0.0005,-2.08%,"10,000",0,N/A,N/A
PI1.BE,Pinetree Capital Ltd,2.7200,0.0000,0.00%,N/A,0,N/A,N/A
CYOA.BE,Cymbria Corp,41.20,-0.40,-0.96%,44,0,N/A,N/A
D8Q.SG,Banco Latinoamericano de Comercio Exterior SA,18.50,-0.40,-2.12%,0,10,N/A,N/A
XGJ0.SG,Gjensidige Forsikring ASA,14.80,0.00,0.00%,0,0,N/A,N/A
DFV.BE,DFV Deutsche Familienversicherung AG,7.80,-0.02,-0.26%,"1,150",0,N/A,N/A
SPT6.BE,Sparta AG,35.40,0.00,0.00%,200,0,N/A,N/A
PEH.BE,PEH Wertpapier AG,25.20,+0.60,+2.44%,200,6,N/A,N/A
UCA1.BE,U CA AG,31.60,+0.20,+0.64%,100,6,N/A,N/A
MBK.BE,Merkur Privatbank KGaA,15.90,0.00,0.00%,150,0,N/A,N/A
VEH.BE,Valora Effekten Handel AG,1.4400,0.0000,0.00%,190,0,N/A,N/A
ICP.BE,Panamax Aktiengesellschaft,0.7950,0.0000,0.00%,500,26,N/A,N/A
1A3.BE,PT Asuransi Multi Artha Guna Tbk,0.0230,0.0000,0.00%,0,0,N/A,N/A
7QF.BE,Aker Horizons ASA,0.7215,+0.0300,+4.34%,196,0,N/A,N/A
DUT.BE,Moody's Corporation,317.00,-1.00,-0.31%,5,0,N/A,N/A
ZFI1.BE,Zurich Insurance Group AG,44.00,+0.20,+0.46%,35,0,N/A,N/A
GF4.SG,Grupo Financiero Galicia SA,14.30,+0.30,+2.14%,0,0,N/A,N/A
HDFA.SG,HDFC Bank Ltd,59.50,+0.50,+0.85%,0,7,N/A,N/A
BNPH.SG,BNP Paribas,28.00,0.00,0.00%,0,0,N/A,N/A
IYYA.SG,Investec Ltd,5.25,-0.10,-1.87%,N/A,N/A,N/A,N/A
D8S.SG,Itau Corpbanca,3.1600,+0.1400,+4.64%,0,51,N/A,N/A
4FN.SG,Grupo Financiero Banorte SAB de CV,7.50,0.00,0.00%,0,0,N/A,N/A
7LX.BE,Galaxy Digital Holdings Ltd,3.0220,-0.0220,-0.72%,"2,000",0,N/A,N/A
SDRC.SG,SCOR SE,24.56,+0.25,+1.03%,0,164,N/A,N/A
GW6.SG,Aura Renewable Acquisitions PLC,0.0590,0.0000,0.00%,0,0,N/A,N/A
MCC.BE,Middlefield Canadian Income Trust,1.2600,+0.0300,+2.44%,"3,471","151,605",N/A,N/A
18LB.BE,Investment AB Latour,18.97,-0.23,-1.17%,N/A,0,N/A,N/A
2SF.BE,SpareBank 1 Ostlandet,11.13,-0.10,-0.93%,225,0,N/A,N/A
WE3.SG,Sievi Capital Oyj,1.0280,-0.0020,-0.19%,0,0,N/A,N/A
RX2.BE,Arbuthnot Banking Group PLC,11.10,+0.30,+2.78%,250,0,N/A,N/A
EBO.SG,Erste Group Bank AG.,31.73,-0.24,-0.75%,0,82,N/A,N/A
0VK.BE,Storskogen Group AB,0.9086,-0.0530,-5.51%,N/A,0,N/A,N/A
C4C.SG,Bank of Communications Co Ltd,0.5950,0.0000,0.00%,0,301,N/A,N/A
SKT.BE,Storebrand ASA,7.04,-0.03,-0.37%,120,0,N/A,N/A
JYS1.SG,Jyske Bank A/S,71.62,-0.30,-0.42%,0,0,N/A,N/A
A35.BE,Federal Agricultural Mortgage Corp,137.00,0.00,0.00%,75,0,N/A,N/A
TM2.SG,Sydbank A/S,43.94,+0.34,+0.78%,0,1,3.127B,11.90
MFZA.BE,Mitsubishi UFJ Financial Group Inc,6.35,-0.05,-0.78%,800,0,N/A,N/A
JP8A.BE,Jupai Holdings Ltd,0.0575,+0.0005,+0.88%,580,0,N/A,N/A
1YX.SG,Yixin Group Ltd,0.0950,+0.0010,+1.06%,0,0,N/A,N/A
WSX.BE,Warsaw Stock Exchange,8.60,-0.04,-0.46%,40,0,N/A,N/A
WTY.BE,Willis Towers Watson PLC,214.00,+2.00,+0.94%,99,0,N/A,N/A
EUQ.BE,Eurazeo SE,66.90,+0.90,+1.36%,5,0,N/A,N/A
HA4.BE,HAL Trust,122.40,+0.40,+0.33%,N/A,0,N/A,N/A
CS3.SG,Close Brothers Group PLC,10.95,-0.09,-0.82%,0,261,N/A,N/A
LCJ.SG,Shinsei Bank Ltd,17.90,-0.20,-1.10%,0,0,N/A,N/A
BWB.BE,Baader Bank AG.,4.1600,-0.1000,-2.35%,"1,800",175,N/A,N/A
48CA.BE,CaixaBank SA,3.7740,+0.0710,+1.92%,"1,001",0,N/A,N/A
1HN.SG,Bank Millennium S.A.,0.9740,-0.0380,-3.75%,0,0,N/A,N/A
SGE1.BE,Societe Generale SA,4.7200,+0.0400,+0.85%,N/A,0,N/A,N/A
6B0.SG,SoFi Technologies Inc,7.87,-0.45,-5.41%,"1,340",669,N/A,N/A
TQ71.SG,Topdanmark A/S,46.32,-0.04,-0.09%,0,0,N/A,N/A
TLX.DU,Talanx AG,54.00,+0.25,+0.47%,60,53,N/A,N/A
P0G.BE,Stock Trend Capital Inc,0.0125,-0.0060,-32.43%,N/A,0,N/A,N/A
PCZ.MU,ProCredit Holding AG & Co KGaA,7.12,+0.04,+0.56%,"1,001",17,N/A,N/A
8ZU.SG,Antin Infrastructure Partners,15.93,+0.04,+0.25%,0,0,N/A,N/A
9AMA.SG,AMTD IDEA Group,1.4800,-0.0300,-1.99%,0,174,N/A,N/A
ACBC.SG,Alpha Services and Holdings SA,0.2880,+0.0140,+5.11%,0,0,N/A,N/A
BGC.SG,Bank of Greece,16.30,+0.15,+0.93%,0,5,N/A,N/A
DB1.HM,Deutsche Boerse AG,173.15,+3.75,+2.21%,901,294,N/A,N/A
IDVA.SG,Industrivarden AB,25.44,+0.34,+1.35%,0,0,N/A,N/A
ZS3.SG,FinecoBank SpA,12.76,+0.18,+1.39%,0,0,N/A,N/A
2NN.SG,NN Group NV,32.66,-0.28,-0.85%,0,56,N/A,N/A
UIPN.SG,Unipol Gruppo SpA,4.8990,+0.0010,+0.02%,0,52,N/A,N/A
NVA7.BE,Maybank Securities (Thailand) PCL,0.2860,-0.0020,-0.69%,0,0,N/A,N/A
D8V.SG,Credicorp Ltd,134.00,+1.00,+0.75%,0,0,N/A,N/A
NVA8.BE,Krungthai Card PCL,1.3200,+0.0100,+0.76%,"20,902",0,N/A,N/A
TMLF.BE,TMBThanachart Bank PCL,0.0425,-0.0010,-2.30%,"100,000",0,N/A,N/A
ASG.SG,Assicurazioni Generali,18.70,-0.09,-0.51%,0,77,N/A,N/A
1YX.SG,Yixin Group Ltd,0.0950,+0.0010,+1.06%,0,0,N/A,N/A
MPI0.SG,Banca Monte dei Paschi di Siena,2.2480,+0.0360,+1.63%,0,8,N/A,N/A
EUQ.BE,Eurazeo SE,66.90,+0.90,+1.36%,5,0,N/A,N/A
FNG.BE,Fritz Nols AG,0.0370,0.0000,0.00%,"4,500",0,N/A,N/A
HA4.BE,HAL Trust,122.40,+0.40,+0.33%,N/A,0,N/A,N/A
CS3.SG,Close Brothers Group PLC,10.95,-0.09,-0.82%,0,261,N/A,N/A
O3I.BE,Flow Traders Ltd,21.30,-0.22,-1.02%,"2,000",0,N/A,N/A
TPW.SG,Trupanion Inc,23.25,+0.20,+0.87%,0,96,N/A,N/A
DC7.SG,Discover Financial Services,106.45,+0.40,+0.38%,0,3,N/A,N/A
BIRG.SG,Bank of Ireland Group PLC,9.22,+0.04,+0.48%,20,130,N/A,N/A
AMA.BE,Altech Advanced Materials AG,12.60,-2.60,-17.11%,"9,788",608,N/A,N/A
NVAB.SG,Bangkok Bank PCL,3.9200,-0.0400,-1.01%,0,11,N/A,N/A
WSX.BE,Warsaw Stock Exchange,8.60,-0.04,-0.46%,40,0,N/A,N/A
MNL.SG,Gruppo Mutuionline SpA,31.35,-0.15,-0.48%,0,0,N/A,N/A
WTY.BE,Willis Towers Watson PLC,214.00,+2.00,+0.94%,99,0,N/A,N/A
LCJ.SG,Shinsei Bank Ltd,17.90,-0.20,-1.10%,0,0,N/A,N/A
BWB.BE,Baader Bank AG.,4.1600,-0.1000,-2.35%,"1,800",175,N/A,N/A
CGE.SG,CURO Group Holdings Corp,1.6600,+0.0500,+3.11%,0,0,N/A,N/A
3V7.BE,Volta Finance,5.16,+0.16,+3.20%,700,"12,303",N/A,N/A
TLX.DU,Talanx AG,54.00,+0.25,+0.47%,60,53,N/A,N/A
IYYA.BE,Investec Ltd,5.55,0.00,0.00%,700,0,N/A,N/A
47S.BE,Sasfin Holdings Ltd,1.1032,-0.0008,-0.07%,"2,500",0,N/A,N/A
RXWA.BE,Santam Ltd,14.76,+0.03,+0.23%,250,0,N/A,N/A
FRS.SG,Foris AG,2.6400,-0.0200,-0.75%,"1,000",60,N/A,N/A
RAW0.SG,Raiffeisen Bank International AG,3.2800,+0.0600,+1.86%,0,0,N/A,N/A
8ZU.SG,Antin Infrastructure Partners,15.93,+0.04,+0.25%,0,0,N/A,N/A
DB1.HM,Deutsche Boerse AG,173.15,+3.75,+2.21%,901,294,N/A,N/A
YS6P.BE,Bluesky Digital Assets Corp,0.0294,+0.0034,+13.08%,"16,000",0,N/A,N/A
P0G.BE,Stock Trend Capital Inc,0.0125,-0.0060,-32.43%,N/A,0,N/A,N/A
3XH.BE,Ninety One PLC,2.0600,-0.0200,-0.96%,N/A,0,N/A,N/A
5H6.SG,Harbin Bank Co Ltd,0.0185,-0.0005,-2.63%,0,0,N/A,N/A
GOZ2.BE,Gold-Zack AG,0.0075,0.0000,0.00%,"23,921",0,N/A,N/A
PRVA.SG,Provident Financial PLC,2.2800,-0.0400,-1.72%,0,0,N/A,N/A
MUV2.BE,Munchener Ruckversicherungs-Gesellschaft AG,327.90,+0.40,+0.12%,7,50,N/A,N/A
UN9.SG,UNIQA Insurance Group AG,7.47,-0.08,-1.06%,"1,500",83,N/A,N/A
ARL.BE,Aareal Bank AG,33.65,+0.05,+0.15%,2,19,N/A,N/A
CRIN.BE,UniCredit SpA,19.23,+0.35,+1.84%,8,59,N/A,N/A
MHL.BE,S&P Global Inc,366.70,+1.00,+0.27%,10,0,N/A,N/A
4AL0.BE,FinCanna Capital Corp,0.0110,0.0000,0.00%,"20,905",0,N/A,N/A
48CA.BE,CaixaBank SA,3.7740,+0.0710,+1.92%,"1,001",0,N/A,N/A
MPV.BE,Medibank Private Ltd,2.2400,+0.0200,+0.90%,0,0,N/A,N/A
DBK.SG,Deutsche Bank AG,9.43,-0.26,-2.68%,"371,019","157,194",N/A,N/A
HNR1.SG,Hannover Rueck SE,190.85,+0.65,+0.34%,150,785,N/A,N/A
EZ4.SG,SpareBank 1 Sorost-Norge,4.2285,-0.0175,-0.41%,0,0,N/A,N/A
LQAG.SG,LAIQON AG,7.50,+0.20,+2.74%,0,93,N/A,N/A
DFTK.SG,DF Deutsche Forfait AG,2.0400,+0.0200,+0.99%,0,44,N/A,N/A
ALV.SG,Allianz SE,209.80,-0.15,-0.07%,"3,691","11,912",N/A,N/A
9TB.SG,Territorial Bancorp Inc,11.10,+0.20,+1.83%,0,2,N/A,N/A
ALG.SG,ALBIS Leasing AG,2.0400,0.0000,0.00%,0,119,N/A,N/A
P7T.SG,PT Bank Pembangunan Daerah Jawa Timur Tbk,0.0330,-0.0005,-1.49%,0,175,N/A,N/A
HK2C.SG,Hong Kong Exchanges and Clearing Ltd,36.70,+0.04,+0.11%,0,18,N/A,N/A
CSX1.MU,Credit Suisse Group AG,0.8100,0.0000,0.00%,"11,500","6,585",N/A,N/A
TTU.MU,NGE Capital Ltd,0.4600,0.0000,0.00%,250,0,N/A,N/A
31X.MU,NB Private Equity Partners Class A Ord,17.20,-0.20,-1.15%,30,"68,418",N/A,N/A
IGQ5.SG,3i Group Plc,22.90,-0.40,-1.72%,0,2.289M,N/A,N/A
IGQ5.MU,3i Group Plc,23.34,+0.06,+0.26%,55,0,N/A,N/A
SBG1.SG,Seacoast Banking Corp of Florida,21.00,-0.20,-0.94%,0,N/A,N/A,N/A
TQ71.DU,TOPDANMARK AS NAM. DK 1,46.40,+0.22,+0.48%,100,0,N/A,N/A
KONN.MU,Komercni Banka AS,28.44,0.00,0.00%,30,53,N/A,N/A
WB7.MU,PT Wahana Ottomitra Multiartha Tbk,0.0115,-0.0005,-4.17%,"3,000",0,N/A,N/A
BKKF.SG,Bangkok Bank PCL,4.2200,+0.0200,+0.48%,0,379,N/A,N/A
C6T.HM,China Construction Bank Corp,0.5900,0.0000,0.00%,"5,000",11,N/A,N/A
AON.DU,Aozora Bank Ltd,16.60,-0.20,-1.19%,75,0,N/A,N/A
CHE.BE,China Huarong Asset Management Co Ltd,0.0355,+0.0005,+1.43%,"50,000",0,N/A,N/A
HRI.BE,Shandong Hi-Speed Holdings Group Ltd,0.7250,+0.0300,+4.32%,N/A,0,N/A,N/A
DFV.HM,DFV Deutsche Familienversicherung AG,7.72,-0.06,-0.77%,"1,000",19,N/A,N/A
CPX.MU,Capsensixx AG,15.60,0.00,0.00%,10,0,N/A,N/A
BOF.MU,BOC Hong Kong Holdings Ltd,2.8040,-0.0210,-0.74%,"1,000",17,N/A,N/A
OCZA.MU,Grupo Catalana Occidente SA,29.00,0.00,0.00%,1,0,N/A,N/A
DW1.MU,Resona Holdings Inc,4.3400,0.0000,0.00%,500,0,N/A,N/A
KDB.BE,KBC Group SA/NV,63.12,+0.04,+0.06%,30,0,N/A,N/A
IYYA.MU,Investec Ltd,5.45,0.00,0.00%,50,15,N/A,N/A
DSR.SG,Dah Sing Financial Holdings Ltd,2.2800,0.0000,0.00%,0,0,N/A,N/A
NNL.DU,Monex Group Inc,3.3600,0.0000,0.00%,801,0,N/A,N/A
SDHA.BE,South China Financial Holdings Ltd,0.0390,0.0000,0.00%,0,0,N/A,N/A
SVHG.BE,Svenska Handelsbanken AB,9.09,+0.04,+0.44%,100,11,N/A,N/A
CIM.MU,China International Capital Corp Ltd,1.6900,0.0000,0.00%,500,0,N/A,N/A
LS4C.BE,London Stock Exchange Group PLC,102.00,+1.00,+0.99%,27,1,N/A,N/A
93S.MU,SpareBank 1 Nord-Norge,8.15,+0.15,+1.81%,125,2,N/A,N/A
LA6A.MU,Sanlam Ltd,3.0600,0.0000,0.00%,200,64,N/A,N/A
T8Q.SG,CMC Markets PLC,1.9350,+0.0050,+0.26%,0,122,N/A,N/A
BOA.SG,Bank of East Asia Ltd,1.1800,-0.0100,-0.84%,0,21,N/A,N/A
M4V.SG,Electric Guitar PLC,0.0195,0.0000,0.00%,0,0,N/A,N/A
HU3.SG,Huntington Bancshares Inc,9.90,+0.06,+0.61%,0,0,N/A,N/A
A16.MU,ASR Nederland NV,38.82,0.00,0.00%,100,15,N/A,N/A
NWT0.F,Wells Fargo & Company,16.80,-0.10,-0.59%,N/A,0,N/A,3.66
RMO.BE,RM Rheiner Management AG,38.40,0.00,0.00%,10,0,N/A,N/A
QSV.DU,Edenred SA,61.98,+0.46,+0.75%,100,0,N/A,N/A
MH6.DU,Tokio Marine Holdings Inc,21.68,+0.30,+1.40%,150,2,N/A,N/A
PYXB.SG,Schroders PLC,5.23,-0.02,-0.46%,0,0,N/A,N/A
SGF.BE,SGT German Private Equity GmbH & Co KGaA,1.5600,0.0000,0.00%,400,0,N/A,N/A
2PE.BE,PT Bank Pembangunan Daerah Jawa Barat Dan Banten Tbk,0.0595,-0.0010,-1.65%,"3,050",0,N/A,N/A
0DV1.BE,MX Gold Corp,0.0265,0.0000,0.00%,890,17,N/A,N/A
AYUF.SG,Bank Of Ayudhya PCL,0.7200,-0.0150,-2.04%,0,0,N/A,N/A
P2U.MU,Shizuoka Financial Group Inc,6.55,-0.05,-0.76%,126,0,N/A,N/A
NVA6.SG,Kiatnakin Phatra Bank PCL,1.5500,-0.0300,-1.90%,0,0,N/A,N/A
4AL0.MU,FinCanna Capital Corp,0.0005,0.0000,0.00%,"1,000",55,N/A,N/A
NVAU.SG,Bank Of Ayudhya PCL,0.8050,-0.0050,-0.62%,0,0,N/A,N/A
MPCK.BE,MPC Muenchmeyer Petersen Capital AG,3.1200,0.0000,0.00%,"1,000",0,N/A,N/A
AUX.MU,ASX Ltd,38.20,+0.40,+1.06%,40,0,N/A,N/A
IYYA.MU,Investec Ltd,5.45,0.00,0.00%,50,15,N/A,N/A
DSR.SG,Dah Sing Financial Holdings Ltd,2.2800,0.0000,0.00%,0,0,N/A,N/A
NNL.DU,Monex Group Inc,3.3600,0.0000,0.00%,801,0,N/A,N/A
SDHA.BE,South China Financial Holdings Ltd,0.0390,0.0000,0.00%,0,0,N/A,N/A
SVHG.BE,Svenska Handelsbanken AB,9.09,+0.04,+0.44%,100,11,N/A,N/A
NWT0.F,Wells Fargo & Company,16.80,-0.10,-0.59%,N/A,0,N/A,3.66
RMO.BE,RM Rheiner Management AG,38.40,0.00,0.00%,10,0,N/A,N/A
PI7.BE,Primerica Inc,178.00,0.00,0.00%,14,0,N/A,N/A
B4W.MU,Banco Macro SA,21.20,+0.40,+1.92%,300,5,N/A,N/A
ALV.BE,Allianz SE,210.30,-0.10,-0.05%,68,157,N/A,N/A
2C6.SG,China Development Bank Financial Leasing Co Ltd,0.1170,0.0000,0.00%,0,0,N/A,N/A
TO91.BE,Tokai Tokyo Financial Holdings Inc,2.4400,-0.0200,-0.81%,90,0,N/A,N/A
AU61.BE,Absa Group Ltd,8.25,+0.05,+0.61%,N/A,0,N/A,N/A
FSB.BE,HUB24 Ltd,16.30,+0.30,+1.87%,9,0,N/A,N/A
5B4.DU,Mitsubishi HC Capital Inc,5.05,0.00,0.00%,280,0,N/A,N/A
EK7.HM,Agricultural Bank of China Ltd,0.3320,0.0000,0.00%,100,1,N/A,N/A
BBK.BE,Truist Financial Corp,29.40,+0.20,+0.68%,40,0,N/A,N/A
HK2C.MU,Hong Kong Exchanges and Clearing Ltd,36.54,-0.18,-0.49%,330,0,N/A,N/A
7QF.F,Aker Horizons ASA,0.6835,-0.0010,-0.15%,20,499,N/A,N/A
FTK.HA,Flatex AG,8.43,+0.13,+1.57%,"1,000",17,N/A,N/A
JYS1.DU,Jyske Bank A/S,71.52,+0.84,+1.19%,0,0,N/A,N/A
HU3.SG,Huntington Bancshares Inc,9.90,+0.06,+0.61%,0,0,N/A,N/A
LUS1.DU,Lang & Schwarz AG,10.15,+0.23,+2.32%,340,17,N/A,N/A
MLP.HM,MLP SE,5.70,+0.31,+5.75%,"2,000",102,N/A,N/A
P2U.MU,Shizuoka Financial Group Inc,6.55,-0.05,-0.76%,126,0,N/A,N/A
NVA6.SG,Kiatnakin Phatra Bank PCL,1.5500,-0.0300,-1.90%,0,0,N/A,N/A
BZG2.BE,PT Bank Central Asia Tbk,0.5350,-0.0100,-1.83%,"20,000",0,N/A,N/A
HNR1.HA,Hannover Rueck SE,190.70,+1.35,+0.71%,5,43,N/A,N/A
4AL0.MU,FinCanna Capital Corp,0.0005,0.0000,0.00%,"1,000",55,N/A,N/A
NVAU.SG,Bank Of Ayudhya PCL,0.8050,-0.0050,-0.62%,0,0,N/A,N/A
MPCK.BE,MPC Muenchmeyer Petersen Capital AG,3.1200,0.0000,0.00%,"1,000",0,N/A,N/A
BN9.BE,Bank of New York Mellon Corp,40.80,+0.20,+0.49%,100,1,N/A,N/A
QSV.DU,Edenred SA,61.98,+0.46,+0.75%,100,0,N/A,N/A
MH6.DU,Tokio Marine Holdings Inc,21.68,+0.30,+1.40%,150,2,N/A,N/A
PYXB.SG,Schroders PLC,5.23,-0.02,-0.46%,0,0,N/A,N/A
SGF.BE,SGT German Private Equity GmbH & Co KGaA,1.5600,0.0000,0.00%,400,0,N/A,N/A
0DV1.BE,MX Gold Corp,0.0265,0.0000,0.00%,890,17,N/A,N/A
EVI.MU,China Everbright Ltd,0.5800,+0.0050,+0.87%,"4,000",0,N/A,N/A
ENGL.BE,EV Digital Invest INH AKT,6.00,-0.10,-1.64%,60,0,N/A,N/A
2PE.BE,PT Bank Pembangunan Daerah Jawa Barat Dan Banten Tbk,0.0595,-0.0010,-1.65%,"3,050",0,N/A,N/A
OTP.BE,OTP Bank PLC,32.24,+0.51,+1.61%,100,0,N/A,N/A
LUS1.BE,Lang & Schwarz AG,9.98,+0.04,+0.40%,300,0,N/A,N/A
B8A.BE,BAVARIA Industries Group AG,82.50,0.00,0.00%,100,0,N/A,N/A
EUX.DU,EUWAX AG,54.00,-0.50,-0.92%,80,3,N/A,N/A
V22.BE,EQB Inc,47.80,+0.40,+0.84%,N/A,0,N/A,N/A
SGF.MU,SGT German Private Equity GmbH & Co KGaA,1.5800,0.0000,0.00%,300,0,N/A,N/A
BDS.F,Banco de Sabadell SA,1.9000,0.0000,0.00%,"3,000",11,N/A,N/A
AYUF.SG,Bank Of Ayudhya PCL,0.7200,-0.0150,-2.04%,0,0,N/A,N/A
LCJ.HA,Shinsei Bank Ltd,17.90,-0.20,-1.10%,N/A,0,N/A,N/A
V77.MU,Agronomics Ltd,0.1070,0.0000,0.00%,"2,500",200,N/A,N/A
BBK.DU,Truist Financial Corp,29.40,+0.40,+1.38%,3,0,N/A,N/A
T3V2.HA,abrdn PLC,2.5000,0.0000,0.00%,410,0,N/A,N/A
RN2.MU,North Energy ASA,0.1950,0.0000,0.00%,"5,000",92,N/A,N/A
TFBF.SG,Kasikornbank Public Co Ltd,3.3200,-0.0400,-1.19%,0,318,N/A,N/A
2KV.HM,Ether Capital Corp,1.0450,0.0000,0.00%,"1,000",0,N/A,N/A
F01.SG,Fonterra Shareholders Fund,1.9900,+0.0300,+1.53%,0,66,N/A,N/A
BYRA.BE,PT Bank Rakyat Indonesia (Persero) Tbk,0.3140,-0.0080,-2.48%,"10,000",0,N/A,N/A
AON.BE,Aozora Bank Ltd,16.80,-0.30,-1.75%,100,1,N/A,N/A
NVAR.MU,Kasikornbank Public Co Ltd,3.2400,-0.0600,-1.82%,30,0,N/A,N/A
CC40.F,Papaya Growth Opportunity Corp. I,9.31,-0.11,-1.13%,N/A,0,N/A,N/A
1HN.MU,Bank Millennium SA,1.0940,+0.0520,+4.99%,"1,000",0,N/A,N/A
YIQG.BE,Barclays Bank PLC,97.21,-0.19,-0.20%,0,0,N/A,N/A
SPV2.SG,468 SPAC II SE,9.90,+0.05,+0.51%,0,0,N/A,N/A
MLP.MU,MLP SE,5.61,+0.15,+2.75%,"2,300",77,N/A,N/A
VG8.BE,Varengold Wertpapierhandelsbank AG,2.6400,-0.0800,-2.94%,500,0,N/A,N/A
HSB.BE,Hang Seng Bank Ltd,13.30,0.00,0.00%,100,0,N/A,N/A
EFGD.DU,Eurobank Ergasias Services And Holdings SA,1.5160,-0.0080,-0.52%,"3,300",57,N/A,N/A
CIN.SG,Commercial International Bank (Egypt) SAE,1.0100,-0.0100,-0.98%,0,161,N/A,N/A
CMC.HA,JPMorgan Chase & Co,130.50,+0.20,+0.15%,7,4,N/A,N/A
8XW.MU,Bridgepoint Group PLC,2.5300,-0.0540,-2.09%,500,8,N/A,N/A
WUW.HM,Wustenrot & Wurttembergische AG,15.66,-0.02,-0.13%,403,16,N/A,N/A
WP2A.BE,Pinnacle Investment Management Group Ltd,5.85,-0.05,-0.85%,"3,298",0,N/A,N/A
W8V.DU,Bank Of China Ltd,0.3640,-0.0009,-0.25%,"25,000",870,N/A,N/A
HIUC.MU,China Taiping Insurance Holdings Co Ltd,0.9950,0.0000,0.00%,173,0,N/A,N/A
0LA.MU,AssetMark Financial Holdings Inc,26.40,0.00,0.00%,1,0,N/A,N/A
KTB1.BE,Krung Thai Bank PCL,0.4720,-0.0100,-2.07%,"6,000",0,N/A,N/A
DBAN.MU,Deutsche Beteiligungs AG,28.95,+0.05,+0.17%,75,7,N/A,N/A
RCVR.MU,SMG European Recovery SPAC SE,10.10,0.00,0.00%,3,0,N/A,N/A
13F.MU,Rothschild & Co SCA,46.35,0.00,0.00%,50,27,N/A,N/A
PCZ.BE,ProCredit Holding AG & Co KGaA,7.12,+0.06,+0.85%,180,8,N/A,N/A
PQ9.SG,PT Bank Mandiri (Persero) Tbk,0.2700,-0.0020,-0.74%,0,37,N/A,N/A
SVHI.MU,Svenska Handelsbanken AB,3.8600,0.0000,0.00%,"2,300",0,N/A,N/A
ME9.DU,Mediobanca SpA,11.20,+0.07,+0.63%,50,0,N/A,N/A
HKQ3.SG,China Vered Financial Holding Corp Ltd,0.0060,+0.0010,+20.00%,0,0,N/A,N/A
MBK.DU,Merkur Privatbank KGaA,15.60,+0.10,+0.65%,10,1,N/A,N/A
ANK.MU,Sompo Holdings Inc,42.00,-0.40,-0.94%,0,0,N/A,N/A
VG8.DU,Varengold Wertpapierhandelsbank AG,2.5800,+0.0600,+2.38%,"3,000",3,N/A,N/A
ZAS.MU,Assurant Inc,118.00,-2.00,-1.67%,2,0,N/A,N/A
A1B.DU,Ashmore Group PLC,2.6000,-0.0100,-0.38%,10,0,N/A,N/A
IL0A.BE,Permanent TSB Group Holdings PLC,2.2000,+0.0100,+0.46%,200,0,N/A,N/A
ESDA.SG,BGC Partners Inc,4.3400,0.0000,0.00%,0,17,N/A,N/A
DAB.MU,ABG Sundal Collier Holding ASA,0.4770,0.0000,0.00%,"20,000",671,N/A,N/A
NT4.BE,Northern Trust Corp,69.00,+0.50,+0.73%,150,1,N/A,N/A
1DN.MU,Donnelley Financial Solutions Inc,42.80,0.00,0.00%,200,0,N/A,N/A
QSV.MU,Edenred SA,61.94,+0.42,+0.68%,1,2,N/A,N/A
BK5.SG,BKS Bank AG,13.10,0.00,0.00%,0,3,N/A,N/A
XBLA.MU,Bangkok Life Assurance PCL,0.7050,0.0000,0.00%,500,0,N/A,N/A
P31Q.F,Mount Logan Capital Inc,1.9300,-0.0100,-0.52%,23,0,N/A,N/A
BKP0.MU,Piraeus Financial Holdings SA,2.7000,+0.0600,+2.27%,"1,621",35,N/A,N/A
4AL0.SG,FinCanna Capital Corp,0.0015,0.0000,0.00%,"17,000",50,N/A,N/A
PQ9.SG,PT Bank Mandiri (Persero) Tbk,0.2700,-0.0020,-0.74%,0,37,N/A,N/A
SVHI.MU,Svenska Handelsbanken AB,3.8600,0.0000,0.00%,"2,300",0,N/A,N/A
PZX.MU,Ping An Insurance (Group) Co. of China Ltd,6.09,+0.02,+0.26%,72,0,N/A,N/A
GLJ.BE,Grenke AG,28.15,+0.35,+1.26%,200,34,N/A,N/A
GWS.HA,Great-West Lifeco Inc,26.40,-0.20,-0.75%,22,0,N/A,N/A
QSV.MU,Edenred SA,61.94,+0.42,+0.68%,1,2,N/A,N/A
BK5.SG,BKS Bank AG,13.10,0.00,0.00%,0,3,N/A,N/A
SPT6.DU,Sparta AG,33.80,0.00,0.00%,14,0,N/A,N/A
9JL.MU,Nordnet AB,13.56,-0.03,-0.22%,250,4,N/A,N/A
BO8.MU,Bank OZK,36.40,+0.20,+0.55%,5,1,N/A,N/A
BRU.SG,mBank SA,83.92,-2.48,-2.87%,0,0,N/A,N/A
A1B.DU,Ashmore Group PLC,2.6000,-0.0100,-0.38%,10,0,N/A,N/A
IL0A.BE,Permanent TSB Group Holdings PLC,2.2000,+0.0100,+0.46%,200,0,N/A,N/A
HKQ3.SG,China Vered Financial Holding Corp Ltd,0.0060,+0.0010,+20.00%,0,0,N/A,N/A
DAB.MU,ABG Sundal Collier Holding ASA,0.4770,0.0000,0.00%,"20,000",671,N/A,N/A
MBK.DU,Merkur Privatbank KGaA,15.60,+0.10,+0.65%,10,1,N/A,N/A
