4YJ.F,Spartan Delta Corp.,10.69,+0.42,+4.09%,20,29,1.925B,3.83
DSX.SG,PT Dian Swastatika Sentosa Tbk,2.0000,0.0000,0.00%,0,0,1.79B,2.86
XE3.F,Ithaca Energy plc,1.7200,-0.0100,-0.58%,"2,137","1,030",1.771B,1.70
BPFG.SG,Banpu Public Company Limited,0.2120,+0.0040,+1.92%,0,0,867.103M,5.30
RK6A.SG,PT AKR Corporindo Tbk,0.0640,-0.0010,-1.54%,0,87,1.753B,6.40
IS5.F,"International Seaways, Inc.",34.16,-0.02,-0.06%,100,10,1.75B,3.03
G2U0.F,Gulfport Energy Corporation,92.00,+0.50,+0.55%,36,0,1.737B,1.54
UF7N.F,Golden Energy and Resources Limited,0.6465,-0.0040,-0.61%,"4,350",483,1.73B,2.49
UF7N.SG,Golden Energy and Resources Limited,0.6260,-0.0040,-0.63%,0,0,1.729B,2.41
FK2.F,Expro Group Holdings N.V.,15.70,-0.10,-0.63%,700,15,1.705B,N/A
BSC2.F,"Earthstone Energy, Inc.",12.12,+0.48,+4.12%,300,0,1.779B,2.15
3IB.F,PT Indo Tambangraya Megah Tbk,1.4500,-0.1300,-8.23%,"1,500",395,1.638B,1.44
B5X.F,Baytex Energy Corp.,3.0120,-0.0520,-1.70%,"1,000",62,1.668B,2.92
58R.F,"HighPeak Energy, Inc.",13.90,0.00,0.00%,160,28,1.648B,6.02
NVG.F,NuVista Energy Ltd.,7.43,+0.04,+0.51%,150,2,1.625B,3.91
7T2.F,Talos Energy Inc.,12.80,+0.19,+1.47%,"1,000",21,1.614B,2.19
OII.F,"Oceaneering International, Inc.",16.00,+0.20,+1.27%,80,0,1.612B,34.78
F3DC.F,Fugro N.V.,14.12,0.00,0.00%,100,14,1.597B,20.46
1AKA.F,Aker Solutions ASA,3.2040,-0.0120,-0.37%,400,278,1.566B,15.26
E8F.F,CIMC Enric Holdings Limited,0.7700,+0.0050,+0.65%,"2,000",52,1.562B,12.83
0QQA.F,FLEX LNG Ltd.,28.38,-0.04,-0.14%,101,110,1.534B,11.00
TGC.F,TGS ASA,12.31,-0.18,-1.44%,414,74,1.533B,27.36
JP9.F,"Japan Petroleum Exploration Co., Ltd.",27.80,0.00,0.00%,25,7,1.525B,2.40
TGC0.F,TGS ASA,12.10,+0.20,+1.68%,8,0,1.516B,26.30
B2W.F,Borr Drilling Limited,6.21,-0.03,-0.48%,400,34,1.538B,N/A
134.F,Seplat Energy Plc,1.3500,+0.0100,+0.75%,100,673,1.508B,7.94
RLD.F,"RPC, Inc.",6.75,-0.35,-4.93%,2,0,1.468B,5.87
54E.F,"Archrock, Inc.",9.20,+0.05,+0.55%,370,47,1.442B,26.29
DEH.F,"Delek US Holdings, Inc.",21.40,+0.40,+1.90%,129,2,1.419B,5.36
39B.F,Birchcliff Energy Ltd.,5.29,+0.13,+2.56%,100,64,1.407B,4.26
PUR.F,Paladin Energy Ltd,0.4514,+0.0163,+3.75%,"25,300","7,147",1.398B,N/A
1FH.F,Freehold Royalties Ltd.,9.22,+0.06,+0.66%,500,45,1.394B,9.71
WFK.F,World Fuel Services Corporation,22.00,-0.20,-0.90%,50,1,1.375B,13.58
MEF.F,PT Medco Energi Internasional Tbk,0.0455,0.0000,0.00%,"50,000",0,1.36B,2.28
7BP1.SG,Bangchak Corporation Public Company Limited,0.8950,-0.0100,-1.10%,0,0,1.355B,4.47
61P.F,"Par Pacific Holdings, Inc.",22.00,+0.60,+2.80%,60,1,1.343B,1.93
PXK.F,Peyto Exploration & Development Corp.,7.57,+0.06,+0.77%,"1,000",156,1.338B,5.08
7BP1.F,Bangchak Corporation Public Company Limited,0.9250,+0.0050,+0.54%,"2,500",0,1.379B,8.73
D8EN.F,"DHT Holdings, Inc.",8.06,-0.33,-3.93%,10,34,1.325B,12.03
7BP.F,Bangchak Corporation Public Company Limited,0.9200,+0.0050,+0.55%,300,0,1.32B,4.38
PXK.SG,Peyto Exploration & Development Corp.,7.49,+0.23,+3.17%,0,70,1.309B,4.93
3TKA.F,Teekay Tankers Ltd.,33.45,-0.45,-1.33%,35,10,1.185B,2.87
9TA1.F,Tamarack Valley Energy Ltd.,2.2600,+0.0400,+1.80%,"1,489",69,1.258B,4.81
NVPF.F,IRPC Public Company Limited,0.0595,-0.0005,-0.83%,300,0,1.255B,N/A
TPIG.F,IRPC Public Company Limited,0.0575,-0.0005,-0.86%,"50,000",894,1.254B,N/A
0R3.F,"Kimbell Royalty Partners, LP",13.38,-0.06,-0.43%,30,0,1.295B,6.37
A3P.F,Serica Energy plc,3.0000,+0.1300,+4.53%,330,"1,788",1.206B,4.11
DO10.F,"Diamond Offshore Drilling, Inc.",11.18,+0.08,+0.72%,423,7,1.202B,N/A
44H.F,PT Harum Energy Tbk,0.0795,-0.0010,-1.24%,100,62,1.187B,3.97
ATI.F,Athabasca Oil Corporation,1.9355,+0.0190,+0.99%,540,0,1.14B,2.51
U6Z.DE,Uranium Energy Corp.,2.9885,+0.0380,+1.29%,"18,981","32,160",1.128B,298.85
U6Z.F,Uranium Energy Corp.,2.9775,+0.0055,+0.19%,"9,175","6,472",1.124B,297.75
6UP.F,Thungela Resources Limited,7.94,+0.34,+4.47%,"13,585",613,1.093B,1.23
S7A.F,Saras S.p.A.,1.1095,-0.0085,-0.76%,500,193,1.074B,2.22
S7A.SG,Saras S.p.A.,1.0940,+0.0025,+0.23%,0,0,1.085B,2.23
