KYR.F,Kyocera Corporation,50.50,-1.10,-2.13%,50,8,18.306B,18.57
HC1.F,HEICO Corporation,150.60,-0.70,-0.46%,2,5,18.24B,59.53
ENR.DE,Siemens Energy AG,23.01,-0.06,-0.26%,6.115M,2.499M,18.228B,N/A
ENR.F,Siemens Energy AG,23.00,-0.07,-0.30%,"7,322","11,173",18.22B,N/A
37C.F,CNH Industrial N.V.,13.14,-0.11,-0.83%,580,104,17.795B,8.94
TIB1.F,Techtronic Industries Company Limited,9.50,-0.20,-2.06%,"1,000",471,17.98B,16.96
NJB0.F,NIBE Industrier AB (publ),8.70,-0.30,-3.33%,250,32,18.579B,41.43
KUO1.F,Kubota Corporation,14.16,-0.36,-2.48%,182,91,17.538B,14.91
KUOA.F,Kubota Corporation,69.50,-1.00,-1.42%,11,0,17.4B,14.66
48Z.F,Howmet Aerospace Inc.,41.73,-0.19,-0.45%,100,117,17.47B,39.37
JB1.F,"J.B. Hunt Transport Services, Inc.",160.85,+0.65,+0.41%,3,0,17.181B,19.62
9TO.F,Toyota Tsusho Corporation,47.20,+1.00,+2.16%,80,3,17.012B,8.87
GBRF.F,Geberit AG,49.60,-0.90,-1.78%,67,12,16.692B,23.73
WB2.F,Westinghouse Air Brake Technologies Corporation,93.40,+1.08,+1.17%,25,21,16.876B,27.31
EW1.F,"Expeditors International of Washington, Inc.",108.00,0.00,0.00%,15,5,16.66B,15.04
UAL1.DE,"United Airlines Holdings, Inc.",48.86,+0.11,+0.23%,144,653,16.06B,8.60
UAL1.F,"United Airlines Holdings, Inc.",48.76,-0.13,-0.27%,307,373,16.04B,8.48
SIA1.F,Singapore Airlines Limited,5.26,-0.22,-3.98%,"1,150",923,15.763B,21.90
HUEC.F,Hubbell Incorporated,290.00,+2.00,+0.69%,9,0,15.669B,28.18
4FF.F,China Railway Construction Corporation Limited,0.7000,+0.0150,+2.19%,128,983,16.665B,3.04
AD2.F,Air China Limited,0.6670,+0.0090,+1.37%,"1,000",202,15.543B,N/A
AD2B.F,Air China Limited,13.00,+0.10,+0.78%,1,2,15.496B,N/A
MIH.F,"Mitsubishi Heavy Industries, Ltd.",44.00,-0.43,-0.97%,200,103,14.901B,17.25
1W3.F,WSP Global Inc.,122.00,+1.00,+0.83%,1,0,15.303B,48.03
RRU1.F,Rolls-Royce Holdings plc,1.7700,+0.0400,+2.31%,320,"3,340",15.08B,N/A
SJ70.F,Sodexo S.A.,19.90,0.00,0.00%,N/A,0,14.852B,18.43
SJ7.F,Sodexo S.A.,100.95,-0.55,-0.54%,10,10,14.757B,18.73
B1F.F,"Builders FirstSource, Inc.",110.70,-0.80,-0.72%,104,12,14.17B,7.38
RRU.F,Rolls-Royce Holdings plc,1.7485,+0.0040,+0.23%,"4,146","11,212",14.631B,N/A
ID7.F,IDEX Corporation,191.60,+0.05,+0.03%,2,3,14.618B,26.99
4GF.F,"Grupo Carso, S.A.B. de C.V.",6.40,0.00,0.00%,10,18,14.408B,13.33
WI4.F,"Weichai Power Co., Ltd.",1.3930,+0.0040,+0.29%,700,"11,496",13.414B,15.48
DAU0.F,Dassault Aviation société anonyme,167.90,-0.60,-0.36%,120,16,13.771B,19.46
WI4B.F,"Weichai Power Co., Ltd.",11.00,+0.10,+0.92%,200,14,13.498B,15.71
W7L.F,Aeroports de Paris SA,138.70,0.00,0.00%,20,5,13.683B,26.52
ZNHH.F,China Southern Airlines Company Limited,0.5400,0.0000,0.00%,750,403,13.094B,N/A
1TU.F,TransUnion,68.50,-0.50,-0.72%,44,0,13.458B,56.15
TCS.F,"Axon Enterprise, Inc.",182.20,+2.00,+1.11%,20,28,13.967B,105.93
AA9.F,Alfa Laval Corporate AB,32.98,-0.55,-1.64%,510,101,13.636B,31.11
R1D.F,AerCap Holdings N.V.,55.50,-0.50,-0.89%,20,16,13.236B,8.23
Z0Y.F,Jacobs Solutions Inc.,106.00,0.00,0.00%,25,9,13.446B,18.69
H4W.F,Jardine Matheson Holdings Limited,46.20,+0.20,+0.43%,137,26,13.43B,40.88
XSC0.F,"SECOM CO., LTD.",15.50,-0.20,-1.27%,50,0,13.341B,21.23
BZ9.F,Booz Allen Hamilton Holding Corporation,99.02,+2.60,+2.70%,112,5,13.317B,52.67
XSC.F,"SECOM CO., LTD.",62.00,-1.50,-2.36%,8,1,13.278B,21.53
SPU.F,Snap-on Incorporated,250.00,-0.50,-0.20%,5,3,13.233B,15.13
36E.F,GFL Environmental Inc.,34.40,-0.20,-0.58%,60,0,12.68B,N/A
WC3.F,"Watsco, Inc.",334.20,+0.40,+0.12%,12,2,13.053B,23.69
GA8.F,Graco Inc.,77.18,+0.24,+0.31%,70,8,12.992B,29.35
7PI.F,Poste Italiane S.p.A.,10.02,-0.03,-0.30%,300,95,12.974B,8.35
OSR.HM,OSRAM Licht AG,49.60,+0.40,+0.81%,"11,207","3,386",12.96B,N/A
SP1.F,Pool Corporation,324.40,+8.50,+2.69%,58,0,12.949B,20.60
SWF.F,"Stanley Black & Decker, Inc.",83.60,+1.64,+2.00%,158,218,12.896B,N/A
SP1.DE,Pool Corporation,326.10,+2.60,+0.80%,3,0,12.853B,20.48
TSE.F,Toshiba Corporation,14.10,-0.10,-0.70%,50,0,12.815B,11.19
WC30.F,"Watsco, Inc.",310.00,-4.00,-1.27%,10,1,12.802B,21.74
TSE1.F,Toshiba Corporation,29.00,-0.60,-2.03%,109,108,12.574B,11.37
ND1.F,Nordson Corporation,216.00,+2.00,+0.93%,25,0,12.35B,26.12
R1H.F,Brambles Limited,8.62,-0.03,-0.39%,102,15,12.327B,22.10
CIAH.F,China Eastern Airlines Corporation Limited,0.3060,+0.0060,+2.00%,"1,863",85,12.208B,N/A
TXT.F,Textron Inc.,60.50,+0.30,+0.50%,75,8,12.202B,16.05
MTX.DE,MTU Aero Engines AG,226.70,+0.70,+0.31%,"434,907","131,241",12.1B,52.24
MTX1.SG,MTU Aero Engines AG,112.00,+1.00,+0.90%,0,1,12.171B,50.91
MTX.F,MTU Aero Engines AG,225.50,+1.50,+0.67%,168,128,12.143B,52.20
YEC0.F,YASKAWA Electric Corporation,83.50,-0.50,-0.60%,230,0,11.745B,32.36
LHA.DE,Deutsche Lufthansa AG,9.41,+0.06,+0.64%,6.6M,4.062M,11.25B,12.38
KRX.F,Kingspan Group plc,63.16,+0.70,+1.12%,60,30,11.651B,19.02
LHA.F,Deutsche Lufthansa AG,9.40,+0.01,+0.12%,"8,083","32,096",11.242B,12.37
LHAB.F,Deutsche Lufthansa AG,9.20,-0.06,-0.65%,560,"1,413",11.105B,11.95
RHM.DE,Rheinmetall AG,259.90,+12.20,+4.93%,"491,177","256,715",11.275B,29.24
RHM.F,Rheinmetall AG,260.50,+10.20,+4.08%,"6,465","2,609",11.301B,28.98
MSQ.DE,Masco Corporation,51.00,0.00,0.00%,300,0,11.48B,15.55
MSQ.F,Masco Corporation,51.00,+0.50,+0.99%,100,0,11.48B,15.27
YEC.F,YASKAWA Electric Corporation,41.88,-1.06,-2.47%,250,48,11.445B,32.22
4BV.F,Bureau Veritas SA,25.17,+0.32,+1.29%,50,4,11.459B,25.68
19V0.SG,VAT Group AG,35.20,-1.80,-4.86%,0,10,11.465B,34.17
RHMB.SG,Rheinmetall AG,51.00,+2.20,+4.51%,200,72,11.23B,28.49
4BV0.F,Bureau Veritas SA,49.40,+0.60,+1.23%,300,0,11.421B,25.20
E6Z.F,AECOM,78.50,-1.00,-1.26%,119,7,10.995B,27.94
BYG0.F,Bouygues SA,5.80,+0.10,+1.75%,2,0,11.27B,11.60
BYG.F,Bouygues SA,30.16,+0.12,+0.40%,425,23,11.229B,11.92
CLE.F,Carlisle Companies Incorporated,218.50,+1.50,+0.69%,24,1,11.136B,14.76
2E5.F,China Energy Engineering Corporation Limited,0.1120,+0.0010,+0.90%,"1,000",88,10.97B,5.60
822.F,"JD Logistics, Inc.",1.5700,+0.0300,+1.95%,18,120,10.369B,N/A
TCM1.F,The Siam Cement Public Company Limited,8.60,-0.10,-1.15%,10,265,10.435B,13.23
NVAQ.F,The Siam Cement Public Company Limited,8.45,-0.10,-1.17%,N/A,0,10.429B,13.00
TCM.F,The Siam Cement Public Company Limited,8.35,-0.15,-1.76%,N/A,0,10.426B,12.85
CH1A.F,"C.H. Robinson Worldwide, Inc.",86.00,0.00,0.00%,500,15,10.392B,14.41
